player_id,player_name,age,nationality,team,jersey_number,position,height_cm,weight_kg,preferred_foot
P01087,Victor Ajayi,23,Nigerian,Nigeria,21,Forward,181,75,Right
P01072,Wilfred Moffi,28,Nigerian,Nigeria,6,Defender,175,72,Right
P01085,Moses Agbadou,34,Nigerian,Nigeria,19,Midfielder,181,78,Left
P01076,Moses Nwabili,23,Nigerian,Nigeria,10,Defender,184,74,Left
P01069,Wilfred Okafor,22,Nigerian,Nigeria,3,Goalkeeper,187,77,Right
P01068,Samuel Iwobi,28,Nigerian,Nigeria,2,Goalkeeper,194,83,Left
P00132,Cody Blind,37,Dutch,Netherlands,2,Goalkeeper,191,80,Right
P00137,Daley Berghuis,26,Dutch,Netherlands,7,Defender,187,75,Left
P00134,Frenkie de Ligt,25,Dutch,Netherlands,4,Defender,191,84,Right
P00148,Virgil Lang,22,Dutch,Netherlands,18,Midfielder,183,78,Right
P00145,Memphis van de Ven,19,Dutch,Netherlands,15,Midfielder,181,76,Right
P00152,Cody Lang,23,Dutch,Netherlands,22,Forward,190,83,Right
P00154,Daley Gakpo,26,Dutch,Netherlands,24,Forward,185,76,Left
P00146,Daley Frimpong,24,Dutch,Netherlands,16,Midfielder,174,74,Right
P00136,Memphis Simons,26,Dutch,Netherlands,6,Defender,179,73,Right
P00135,Cody Dumfries,30,Dutch,Netherlands,5,Defender,181,78,Right
P00143,Frenkie Ake,25,Dutch,Netherlands,13,Midfielder,179,76,Right
P00155,Matthijs Blind,20,Dutch,Netherlands,25,Forward,184,79,Right
P00150,Teun Gakpo,21,Dutch,Netherlands,20,Midfielder,177,76,Right
P00140,Denzel Malen,27,Dutch,Netherlands,10,Defender,183,76,Right
P00153,Memphis Zerrouki,25,Dutch,Netherlands,23,Forward,166,71,Right
P00151,Frenkie Wijndal,30,Dutch,Netherlands,21,Forward,172,72,Right
P00141,Teun Gravenberch,18,Dutch,Netherlands,11,Defender,179,74,Right
P00139,Virgil Weghorst,29,Dutch,Netherlands,9,Defender,189,79,Right
P00149,Denzel Zerrouki,31,Dutch,Netherlands,19,Midfielder,180,76,Right
P00138,Matthijs Timber,31,Dutch,Netherlands,8,Defender,192,75,Right
P00156,Virgil van Dijk,29,Dutch,Netherlands,26,Forward,177,72,Right
P00142,Xavi Veerman,29,Dutch,Netherlands,12,Defender,189,76,Right
P00144,Cody de Jong,25,Dutch,Netherlands,14,Midfielder,184,84,Left
P00147,Matthijs Wijndal,25,Dutch,Netherlands,17,Midfielder,179,78,Right
P00133,Memphis van Dijk,31,Dutch,Netherlands,3,Goalkeeper,190,83,Right
P00131,Frenkie Gakpo,29,Dutch,Netherlands,1,Goalkeeper,188,82,Right
P00521,Luis Rodriguez,32,Colombian,Colombia,1,Goalkeeper,192,85,Right
P00546,Juan Cuadrado,23,Colombian,Colombia,26,Forward,190,78,Left
P00540,Jefferson Rodriguez,23,Colombian,Colombia,20,Midfielder,171,76,Right
P00529,Juan Quintero,30,Colombian,Colombia,9,Defender,187,81,Right
P00524,Luis Sanchez,22,Colombian,Colombia,4,Defender,182,76,Left
P00530,Radamel Cuesta,29,Colombian,Colombia,10,Defender,178,78,Right
P00545,Davinson Mina,22,Colombian,Colombia,25,Forward,178,74,Left
P00542,James Munoz,17,Colombian,Colombia,22,Forward,183,75,Left
P00528,Davinson Borja,28,Colombian,Colombia,8,Defender,190,81,Left
P00541,Luis Villa,32,Colombian,Colombia,21,Forward,182,80,Right
P00534,James Morelos,23,Colombian,Colombia,14,Midfielder,177,78,Left
P00525,James Ospina,23,Colombian,Colombia,5,Defender,187,81,Right
P00538,Juan Munoz,24,Colombian,Colombia,18,Midfielder,181,75,Right
P00543,Duvan Rios,24,Colombian,Colombia,23,Forward,188,80,Right
P00533,Luis Sinisterra,31,Colombian,Colombia,13,Midfielder,180,80,Left
P00527,Yerry Barrios,22,Colombian,Colombia,7,Defender,193,77,Right
P00539,Radamel Rios,30,Colombian,Colombia,19,Midfielder,190,81,Left
P00536,Yerry Cantillo,22,Colombian,Colombia,16,Midfielder,186,80,Right
P00532,David Lucumi,21,Colombian,Colombia,12,Defender,180,75,Left
P00544,Yerry Rodriguez,25,Colombian,Colombia,24,Forward,181,75,Right
P00526,Duvan Lerma,28,Colombian,Colombia,6,Defender,177,71,Right
P00537,Davinson Villa,24,Colombian,Colombia,17,Midfielder,185,79,Left
P00535,Duvan Tesillo,18,Colombian,Colombia,15,Midfielder,177,68,Right
P00531,Jefferson Chara,26,Colombian,Colombia,11,Defender,172,74,Right
P00522,James Mina,25,Colombian,Colombia,2,Goalkeeper,180,77,Left
P00523,Duvan Cuadrado,32,Colombian,Colombia,3,Goalkeeper,191,83,Right
P01069,Wilfred Okafor,22,Nigerian,Nigeria,3,Goalkeeper,187,77,Right
P01078,Terem Bassey,27,Nigerian,Nigeria,12,Defender,187,71,Right
P01082,Alex Awoniyi,19,Nigerian,Nigeria,16,Midfielder,176,75,Right
P01077,Ademola Dessers,27,Nigerian,Nigeria,11,Defender,180,71,Left
P01090,Alex Chukwueze,23,Nigerian,Nigeria,24,Forward,168,67,Left
P01092,Calvin Okafor,29,Nigerian,Nigeria,26,Forward,185,74,Left
P01070,Victor Aribo,21,Nigerian,Nigeria,4,Defender,185,79,Left
P01084,Calvin Ejuke,20,Nigerian,Nigeria,18,Midfielder,186,77,Left
P01083,Joe Ajayi,21,Nigerian,Nigeria,17,Midfielder,175,75,Right
P01073,Alex Ekong,30,Nigerian,Nigeria,7,Defender,190,77,Right
P01074,Joe Aina,29,Nigerian,Nigeria,8,Defender,191,76,Right
P01080,Samuel Uzoho,19,Nigerian,Nigeria,14,Midfielder,181,74,Right
P01071,Samuel Simon,29,Nigerian,Nigeria,5,Defender,183,76,Left
P01089,Wilfred Agbadou,26,Nigerian,Nigeria,23,Forward,179,72,Right
P01086,Ademola Chukwueze,24,Nigerian,Nigeria,20,Midfielder,170,71,Right
P01081,Wilfred Iheanacho,25,Nigerian,Nigeria,15,Midfielder,170,67,Right
P01075,Calvin Sanusi,21,Nigerian,Nigeria,9,Defender,178,72,Left
P01085,Moses Agbadou,34,Nigerian,Nigeria,19,Midfielder,181,78,Left
P01091,Joe Iwobi,24,Nigerian,Nigeria,25,Forward,180,76,Left
P01072,Wilfred Moffi,28,Nigerian,Nigeria,6,Defender,175,72,Right
P01087,Victor Ajayi,23,Nigerian,Nigeria,21,Forward,181,75,Right
P01076,Moses Nwabili,23,Nigerian,Nigeria,10,Defender,184,74,Left
P01088,Samuel Ejuke,29,Nigerian,Nigeria,22,Forward,183,76,Right
P01079,Victor Ola-Aina,18,Nigerian,Nigeria,13,Midfielder,180,74,Right
P01067,Victor Chukwueze,31,Nigerian,Nigeria,1,Goalkeeper,181,73,Right
P01068,Samuel Iwobi,28,Nigerian,Nigeria,2,Goalkeeper,194,83,Left
P00885,Salem Al-Buraikan,25,Saudi,Saudi Arabia,1,Goalkeeper,188,69,Left
P00889,Firas Al-Amri,23,Saudi,Saudi Arabia,5,Defender,184,78,Right
P00907,Saleh Al-Qahtani,23,Saudi,Saudi Arabia,23,Forward,168,68,Right
P00899,Saleh Al-Abdulkarim,28,Saudi,Saudi Arabia,15,Midfielder,173,67,Right
P00903,Hassan Al-Qahtani,32,Saudi,Saudi Arabia,19,Midfielder,187,82,Right
P00894,Hassan Al-Zahrani,30,Saudi,Saudi Arabia,10,Defender,183,73,Right
P00909,Mohammed Al-Shahrani,27,Saudi,Saudi Arabia,25,Forward,171,74,Right
P00904,Ali Al-Buraikan,24,Saudi,Saudi Arabia,20,Midfielder,182,76,Right
P00896,Sultan Al-Mousa,25,Saudi,Saudi Arabia,12,Defender,187,77,Right
P00906,Firas Al-Salem,24,Saudi,Saudi Arabia,22,Forward,168,70,Right
P00893,Abdulrahman Al-Hamdan,24,Saudi,Saudi Arabia,9,Defender,185,78,Right
P00905,Salem Al-Rubaie,31,Saudi,Saudi Arabia,21,Forward,174,76,Right
P00892,Mohammed Al-Breik,23,Saudi,Saudi Arabia,8,Defender,189,82,Right
P00901,Mohammed Al-Rubaie,25,Saudi,Saudi Arabia,17,Midfielder,180,72,Left
P00891,Yasser Al-Owais,22,Saudi,Saudi Arabia,7,Defender,184,77,Right
P00910,Abdulrahman Al-Otaibi,34,Saudi,Saudi Arabia,26,Forward,177,69,Right
P00908,Yasser Al-Buraikan,24,Saudi,Saudi Arabia,24,Forward,176,70,Right
P00890,Saleh Al-Ghamdi,25,Saudi,Saudi Arabia,6,Defender,184,82,Right
P00897,Salem Al-Tambakti,28,Saudi,Saudi Arabia,13,Midfielder,179,76,Right
P00888,Salem Al-Faraj,18,Saudi,Saudi Arabia,4,Defender,181,73,Right
P00898,Firas Al-Yami,22,Saudi,Saudi Arabia,14,Midfielder,175,78,Left
P00895,Ali Al-Ghannam,33,Saudi,Saudi Arabia,11,Defender,180,72,Right
P00902,Abdulrahman Al-Salem,23,Saudi,Saudi Arabia,18,Midfielder,178,74,Right
P00900,Yasser Al-Harbi,23,Saudi,Saudi Arabia,16,Midfielder,175,71,Right
P00886,Firas Al-Shahrani,28,Saudi,Saudi Arabia,2,Goalkeeper,196,82,Right
P00887,Saleh Al-Otaibi,34,Saudi,Saudi Arabia,3,Goalkeeper,192,78,Right
P00053,Pedro Gavi,36,Spanish,Spain,1,Goalkeeper,191,80,Left
P00057,Gavi Asensio,22,Spanish,Spain,5,Defender,187,76,Right
P00076,Alvaro Gavi,28,Spanish,Spain,24,Forward,183,75,Right
P00066,Gavi Ramos,18,Spanish,Spain,14,Midfielder,177,72,Left
P00068,Alvaro Llorente,19,Spanish,Spain,16,Midfielder,186,80,Right
P00061,Ansu Alba,28,Spanish,Spain,9,Defender,193,83,Right
P00074,Gavi Le Normand,25,Spanish,Spain,22,Forward,172,70,Right
P00071,Marco Mikel,18,Spanish,Spain,19,Midfielder,183,70,Right
P00072,Dani Gavi,21,Spanish,Spain,20,Midfielder,181,78,Right
P00059,Alvaro Oyarzabal,23,Spanish,Spain,7,Defender,191,81,Left
P00078,Ansu Fati,27,Spanish,Spain,26,Forward,182,72,Right
P00060,Ferran Pau,35,Spanish,Spain,8,Defender,179,72,Right
P00062,Marco Carvajal,33,Spanish,Spain,10,Defender,175,73,Right
P00065,Pedro Riquelme,24,Spanish,Spain,13,Midfielder,171,67,Right
P00067,Rodri Alonso,25,Spanish,Spain,15,Midfielder,183,78,Right
P00073,Pedro Cubarsi,20,Spanish,Spain,21,Forward,182,74,Right
P00077,Ferran Morata,26,Spanish,Spain,25,Forward,188,78,Right
P00056,Pedro Torres,24,Spanish,Spain,4,Defender,176,78,Left
P00070,Ansu Le Normand,19,Spanish,Spain,18,Midfielder,178,75,Right
P00075,Rodri Mikel,25,Spanish,Spain,23,Forward,173,73,Right
P00058,Rodri Laporte,27,Spanish,Spain,6,Defender,188,80,Right
P00069,Ferran Cubarsi,24,Spanish,Spain,17,Midfielder,181,81,Left
P00063,Dani Garcia,28,Spanish,Spain,11,Defender,183,80,Right
P00064,Aymeric Yamal,27,Spanish,Spain,12,Defender,181,80,Left
P00054,Gavi Morata,27,Spanish,Spain,2,Goalkeeper,190,75,Left
P00055,Rodri Fati,26,Spanish,Spain,3,Goalkeeper,195,75,Left
P00392,Cengiz Soyuncu,24,Turkish,Turkey,2,Goalkeeper,183,74,Right
P00415,Burak Soyuncu,20,Turkish,Turkey,25,Forward,175,76,Right
P00395,Cengiz Kahveci,23,Turkish,Turkey,5,Defender,191,75,Right
P00401,Irfan Enes,23,Turkish,Turkey,11,Defender,174,74,Right
P00399,Enes Celik,23,Turkish,Turkey,9,Defender,189,80,Left
P00410,Irfan Under,23,Turkish,Turkey,20,Midfielder,173,71,Right
P00396,Merih Kokcu,29,Turkish,Turkey,6,Defender,176,73,Right
P00402,Orkun Bayindir,28,Turkish,Turkey,12,Defender,186,73,Right
P00416,Enes Turan,30,Turkish,Turkey,26,Forward,185,77,Right
P00398,Burak Tufan,31,Turkish,Turkey,8,Defender,182,78,Left
P00397,Caglar Guler,27,Turkish,Turkey,7,Defender,181,77,Right
P00406,Caglar Abdul,22,Turkish,Turkey,16,Midfielder,166,72,Right
P00408,Enes Gonul,21,Turkish,Turkey,18,Midfielder,173,72,Right
P00405,Merih Yildiz,28,Turkish,Turkey,15,Midfielder,179,73,Right
P00403,Hakan Ucar,24,Turkish,Turkey,13,Midfielder,186,79,Right
P00394,Hakan Yilmaz,24,Turkish,Turkey,4,Defender,182,81,Right
P00407,Burak Cengiz,26,Turkish,Turkey,17,Midfielder,173,75,Left
P00409,Yusuf Unal,24,Turkish,Turkey,19,Midfielder,181,77,Right
P00413,Merih Unal,31,Turkish,Turkey,23,Forward,179,76,Right
P00414,Caglar Under,30,Turkish,Turkey,24,Forward,190,79,Right
P00412,Cengiz Gonul,32,Turkish,Turkey,22,Forward,175,72,Right
P00400,Yusuf Kilicsoy,34,Turkish,Turkey,10,Defender,186,75,Right
P00411,Hakan Cengiz,26,Turkish,Turkey,21,Forward,179,74,Right
P00404,Cengiz Muldur,24,Turkish,Turkey,14,Midfielder,185,78,Left
P00393,Merih Turan,36,Turkish,Turkey,3,Goalkeeper,191,81,Right
P00391,Hakan Under,29,Turkish,Turkey,1,Goalkeeper,186,78,Right
P01068,Samuel Iwobi,28,Nigerian,Nigeria,2,Goalkeeper,194,83,Left
P01079,Victor Ola-Aina,18,Nigerian,Nigeria,13,Midfielder,180,74,Right
P01085,Moses Agbadou,34,Nigerian,Nigeria,19,Midfielder,181,78,Left
P01077,Ademola Dessers,27,Nigerian,Nigeria,11,Defender,180,71,Left
P01078,Terem Bassey,27,Nigerian,Nigeria,12,Defender,187,71,Right
P01092,Calvin Okafor,29,Nigerian,Nigeria,26,Forward,185,74,Left
P01076,Moses Nwabili,23,Nigerian,Nigeria,10,Defender,184,74,Left
P01082,Alex Awoniyi,19,Nigerian,Nigeria,16,Midfielder,176,75,Right
P01086,Ademola Chukwueze,24,Nigerian,Nigeria,20,Midfielder,170,71,Right
P01090,Alex Chukwueze,23,Nigerian,Nigeria,24,Forward,168,67,Left
P01087,Victor Ajayi,23,Nigerian,Nigeria,21,Forward,181,75,Right
P01071,Samuel Simon,29,Nigerian,Nigeria,5,Defender,183,76,Left
P01084,Calvin Ejuke,20,Nigerian,Nigeria,18,Midfielder,186,77,Left
P01072,Wilfred Moffi,28,Nigerian,Nigeria,6,Defender,175,72,Right
P01081,Wilfred Iheanacho,25,Nigerian,Nigeria,15,Midfielder,170,67,Right
P01091,Joe Iwobi,24,Nigerian,Nigeria,25,Forward,180,76,Left
P01080,Samuel Uzoho,19,Nigerian,Nigeria,14,Midfielder,181,74,Right
P01074,Joe Aina,29,Nigerian,Nigeria,8,Defender,191,76,Right
P01088,Samuel Ejuke,29,Nigerian,Nigeria,22,Forward,183,76,Right
P01075,Calvin Sanusi,21,Nigerian,Nigeria,9,Defender,178,72,Left
P01070,Victor Aribo,21,Nigerian,Nigeria,4,Defender,185,79,Left
P01073,Alex Ekong,30,Nigerian,Nigeria,7,Defender,190,77,Right
P01089,Wilfred Agbadou,26,Nigerian,Nigeria,23,Forward,179,72,Right
P01083,Joe Ajayi,21,Nigerian,Nigeria,17,Midfielder,175,75,Right
P01069,Wilfred Okafor,22,Nigerian,Nigeria,3,Goalkeeper,187,77,Right
P01067,Victor Chukwueze,31,Nigerian,Nigeria,1,Goalkeeper,181,73,Right
P00366,Alexander Lindelof,33,Swedish,Sweden,2,Goalkeeper,182,79,Left
P00379,Emil Garcia,24,Swedish,Sweden,15,Midfielder,177,73,Right
P00387,Emil Ljungberg,28,Swedish,Sweden,23,Forward,178,77,Right
P00368,Dejan Augustinsson,19,Swedish,Sweden,4,Defender,192,83,Right
P00377,Dejan Gustafson,19,Swedish,Sweden,13,Midfielder,179,74,Right
P00375,Karl Kristoffersen,30,Swedish,Sweden,11,Defender,186,76,Left
P00386,Alexander Hiljemark,20,Swedish,Sweden,22,Forward,183,75,Right
P00373,Ludwig Elanga,29,Swedish,Sweden,9,Defender,172,70,Right
P00388,Viktor Isak,33,Swedish,Sweden,24,Forward,175,72,Right
P00371,Viktor Krafth,23,Swedish,Sweden,7,Defender,183,79,Right
P00369,Alexander Ekdal,32,Swedish,Sweden,5,Defender,181,74,Right
P00381,Robin Wahlqvist,31,Swedish,Sweden,17,Midfielder,165,71,Right
P00372,Robin Björkman,27,Swedish,Sweden,8,Defender,189,77,Right
P00380,Viktor Holm,20,Swedish,Sweden,16,Midfielder,172,75,Right
P00385,Dejan Wahlqvist,30,Swedish,Sweden,21,Forward,182,78,Right
P00383,Mattias Ljungberg,26,Swedish,Sweden,19,Midfielder,175,75,Right
P00384,Karl Isak,27,Swedish,Sweden,20,Midfielder,177,76,Right
P00382,Ludwig Hiljemark,25,Swedish,Sweden,18,Midfielder,181,78,Left
P00374,Mattias Karlsson,31,Swedish,Sweden,10,Defender,179,71,Left
P00390,Ludwig Olsson,22,Swedish,Sweden,26,Forward,173,73,Right
P00378,Alexander Ndicka,24,Swedish,Sweden,14,Midfielder,180,81,Right
P00376,Filip Daka,24,Swedish,Sweden,12,Defender,191,85,Right
P00389,Robin Lindelof,28,Swedish,Sweden,25,Forward,184,78,Left
P00370,Emil Berg,29,Swedish,Sweden,6,Defender,175,73,Right
P00367,Emil Olsson,29,Swedish,Sweden,3,Goalkeeper,186,76,Left
P00365,Dejan Isak,29,Swedish,Sweden,1,Goalkeeper,190,80,Right
P00133,Memphis van Dijk,31,Dutch,Netherlands,3,Goalkeeper,190,83,Right
P00134,Frenkie de Ligt,25,Dutch,Netherlands,4,Defender,191,84,Right
P00136,Memphis Simons,26,Dutch,Netherlands,6,Defender,179,73,Right
P00145,Memphis van de Ven,19,Dutch,Netherlands,15,Midfielder,181,76,Right
P00151,Frenkie Wijndal,30,Dutch,Netherlands,21,Forward,172,72,Right
P00150,Teun Gakpo,21,Dutch,Netherlands,20,Midfielder,177,76,Right
P00146,Daley Frimpong,24,Dutch,Netherlands,16,Midfielder,174,74,Right
P00155,Matthijs Blind,20,Dutch,Netherlands,25,Forward,184,79,Right
P00141,Teun Gravenberch,18,Dutch,Netherlands,11,Defender,179,74,Right
P00143,Frenkie Ake,25,Dutch,Netherlands,13,Midfielder,179,76,Right
P00139,Virgil Weghorst,29,Dutch,Netherlands,9,Defender,189,79,Right
P00156,Virgil van Dijk,29,Dutch,Netherlands,26,Forward,177,72,Right
P00138,Matthijs Timber,31,Dutch,Netherlands,8,Defender,192,75,Right
P00152,Cody Lang,23,Dutch,Netherlands,22,Forward,190,83,Right
P00137,Daley Berghuis,26,Dutch,Netherlands,7,Defender,187,75,Left
P00154,Daley Gakpo,26,Dutch,Netherlands,24,Forward,185,76,Left
P00147,Matthijs Wijndal,25,Dutch,Netherlands,17,Midfielder,179,78,Right
P00140,Denzel Malen,27,Dutch,Netherlands,10,Defender,183,76,Right
P00149,Denzel Zerrouki,31,Dutch,Netherlands,19,Midfielder,180,76,Right
P00144,Cody de Jong,25,Dutch,Netherlands,14,Midfielder,184,84,Left
P00153,Memphis Zerrouki,25,Dutch,Netherlands,23,Forward,166,71,Right
P00148,Virgil Lang,22,Dutch,Netherlands,18,Midfielder,183,78,Right
P00142,Xavi Veerman,29,Dutch,Netherlands,12,Defender,189,76,Right
P00135,Cody Dumfries,30,Dutch,Netherlands,5,Defender,181,78,Right
P00131,Frenkie Gakpo,29,Dutch,Netherlands,1,Goalkeeper,188,82,Right
P00132,Cody Blind,37,Dutch,Netherlands,2,Goalkeeper,191,80,Right
P01041,Achraf Saiss,30,Moroccan,Morocco,1,Goalkeeper,188,78,Right
P01048,Yassine Dari,32,Moroccan,Morocco,8,Defender,181,74,Right
P01058,Hakim Aguerd,21,Moroccan,Morocco,18,Midfielder,182,78,Left
P01056,Sofyan Chair,28,Moroccan,Morocco,16,Midfielder,191,79,Left
P01061,Achraf El Yamiq,21,Moroccan,Morocco,21,Forward,181,72,Right
P01052,Azzedine Riad,24,Moroccan,Morocco,12,Defender,184,76,Left
P01046,Nayef Boufal,28,Moroccan,Morocco,6,Defender,183,76,Right
P01064,Sofyan Saiss,32,Moroccan,Morocco,24,Forward,186,76,Right
P01049,Hakim Ezzalzouli,26,Moroccan,Morocco,9,Defender,184,73,Right
P01057,Yassine El Yamiq,19,Moroccan,Morocco,17,Midfielder,177,77,Right
P01050,Noussair El Khannouss,23,Moroccan,Morocco,10,Defender,180,74,Left
P01055,Nayef Saibari,24,Moroccan,Morocco,15,Midfielder,175,70,Right
P01062,Romain Aguerd,29,Moroccan,Morocco,22,Forward,168,69,Right
P01059,Noussair Chibi,22,Moroccan,Morocco,19,Midfielder,182,75,Right
P01047,Sofyan Hakimi,27,Moroccan,Morocco,7,Defender,183,77,Right
P01044,Achraf Bounou,29,Moroccan,Morocco,4,Defender,190,79,Right
P01066,Hakim Ziyech,19,Moroccan,Morocco,26,Forward,188,81,Right
P01054,Romain Aboukhlal,18,Moroccan,Morocco,14,Midfielder,183,85,Right
P01045,Romain Mazraoui,33,Moroccan,Morocco,5,Defender,188,81,Right
P01051,Selim Benoun,24,Moroccan,Morocco,11,Defender,185,75,Left
P01053,Achraf Amellah,24,Moroccan,Morocco,13,Midfielder,186,77,Left
P01060,Selim Saiss,21,Moroccan,Morocco,20,Midfielder,186,82,Right
P01063,Nayef Chibi,17,Moroccan,Morocco,23,Forward,168,70,Right
P01065,Yassine Amrabat,31,Moroccan,Morocco,25,Forward,181,77,Left
P01043,Nayef Ziyech,28,Moroccan,Morocco,3,Goalkeeper,189,78,Left
P01042,Romain Amrabat,26,Moroccan,Morocco,2,Goalkeeper,187,73,Right
P01197,Mohamed Marmoush,27,Egyptian,Egypt,1,Goalkeeper,195,78,Left
P01222,Mohamed Trezeguet,31,Egyptian,Egypt,26,Forward,172,76,Left
P01204,Mostafa Attia,23,Egyptian,Egypt,8,Defender,191,77,Left
P01205,Mohamed Hassan,21,Egyptian,Egypt,9,Defender,180,75,Left
P01221,Mostafa Hegazi,18,Egyptian,Egypt,25,Forward,173,73,Left
P01210,Omar Koka,28,Egyptian,Egypt,14,Midfielder,181,76,Right
P01200,Mohamed Elneny,28,Egyptian,Egypt,4,Defender,187,82,Right
P01201,Omar Elsaid,26,Egyptian,Egypt,5,Defender,186,73,Right
P01203,Ahmed Abdallah,26,Egyptian,Egypt,7,Defender,191,79,Right
P01219,Trezeguet Ibrahim,25,Egyptian,Egypt,23,Forward,177,67,Right
P01214,Mohamed Wahbi,22,Egyptian,Egypt,18,Midfielder,186,75,Right
P01202,Trezeguet Ashour,25,Egyptian,Egypt,6,Defender,181,79,Right
P01209,Mohamed Hamdi,24,Egyptian,Egypt,13,Midfielder,182,71,Right
P01212,Ahmed El-Sayed,23,Egyptian,Egypt,16,Midfielder,181,75,Right
P01217,Mohamed Gomaa,28,Egyptian,Egypt,21,Forward,171,74,Right
P01206,Mahmoud Soliman,24,Egyptian,Egypt,10,Defender,178,76,Left
P01218,Omar Wahbi,28,Egyptian,Egypt,22,Forward,173,69,Right
P01216,Amr Marmoush,24,Egyptian,Egypt,20,Midfielder,180,73,Right
P01207,Amr Afsha,25,Egyptian,Egypt,11,Defender,179,72,Right
P01208,Abdallah El-Shenawy,28,Egyptian,Egypt,12,Defender,193,82,Right
P01213,Mostafa Gomaa,29,Egyptian,Egypt,17,Midfielder,186,79,Right
P01215,Mahmoud Ibrahim,24,Egyptian,Egypt,19,Midfielder,176,74,Right
P01211,Trezeguet Said,33,Egyptian,Egypt,15,Midfielder,181,77,Right
P01220,Ahmed Marmoush,23,Egyptian,Egypt,24,Forward,178,71,Right
P01198,Omar Hegazi,26,Egyptian,Egypt,2,Goalkeeper,188,75,Right
P01199,Trezeguet Trezeguet,29,Egyptian,Egypt,3,Goalkeeper,190,79,Left
P00261,Christian Hojbjerg,31,Danish,Denmark,1,Goalkeeper,190,79,Right
P00272,Jannik Olsen,25,Danish,Denmark,12,Defender,181,73,Right
P00280,Kasper Hojbjerg,27,Danish,Denmark,20,Midfielder,173,71,Left
P00278,Rasmus Laursen,21,Danish,Denmark,18,Midfielder,189,84,Left
P00264,Christian Maehle,32,Danish,Denmark,4,Defender,185,84,Right
P00268,Joakim Maeland,25,Danish,Denmark,8,Defender,180,75,Left
P00269,Rasmus Andersen,30,Danish,Denmark,9,Defender,183,76,Right
P00285,Joakim Christensen,30,Danish,Denmark,25,Forward,191,81,Right
P00265,Pierre-Emile Damsgaard,28,Danish,Denmark,5,Defender,188,71,Right
P00286,Rasmus Wind,19,Danish,Denmark,26,Forward,182,78,Right
P00283,Simon Hansen,25,Danish,Denmark,23,Forward,187,78,Right
P00271,Kasper Cornelius,31,Danish,Denmark,11,Defender,177,66,Right
P00267,Andreas Lindstrom,25,Danish,Denmark,7,Defender,179,75,Right
P00282,Pierre-Emile Laursen,24,Danish,Denmark,22,Forward,172,68,Right
P00266,Simon Dolberg,25,Danish,Denmark,6,Defender,185,77,Left
P00281,Christian Skov,30,Danish,Denmark,21,Forward,171,73,Right
P00277,Joakim Skov,28,Danish,Denmark,17,Midfielder,174,71,Right
P00276,Andreas Vestergaard,27,Danish,Denmark,16,Midfielder,182,73,Left
P00273,Christian Wass,22,Danish,Denmark,13,Midfielder,184,77,Right
P00275,Simon Poulsen,23,Danish,Denmark,15,Midfielder,172,73,Right
P00279,Mikkel Hansen,22,Danish,Denmark,19,Midfielder,180,72,Right
P00270,Mikkel Bah,32,Danish,Denmark,10,Defender,181,70,Left
P00284,Andreas Hojbjerg,24,Danish,Denmark,24,Forward,183,77,Left
P00274,Pierre-Emile Christensen,21,Danish,Denmark,14,Midfielder,177,74,Right
P00263,Simon Wind,25,Danish,Denmark,3,Goalkeeper,189,80,Left
P00262,Pierre-Emile Christensen,32,Danish,Denmark,2,Goalkeeper,184,78,Right
P01173,Sofiane Mandrea,32,Algerian,Algeria,3,Goalkeeper,192,79,Right
P01195,Houssem Brahimi,27,Algerian,Algeria,25,Forward,168,69,Right
P01183,Riyad Benrahma,30,Algerian,Algeria,13,Midfielder,181,71,Right
P01180,Adam Toudic,20,Algerian,Algeria,10,Defender,184,78,Right
P01191,Riyad Mokrani,28,Algerian,Algeria,21,Forward,192,76,Left
P01192,Ismael Boufantin,29,Algerian,Algeria,22,Forward,177,78,Right
P01190,Nabil Bennacer,24,Algerian,Algeria,20,Midfielder,178,76,Left
P01196,Ramiz Mandrea,23,Algerian,Algeria,26,Forward,185,75,Left
P01187,Houssem Mokrani,24,Algerian,Algeria,17,Midfielder,176,72,Left
P01179,Ramiz Slimani,29,Algerian,Algeria,9,Defender,192,81,Right
P01184,Ismael Brahim,21,Algerian,Algeria,14,Midfielder,187,79,Left
P01181,Nabil Khezami,29,Algerian,Algeria,11,Defender,183,83,Right
P01176,Sofiane Zerrouki,31,Algerian,Algeria,6,Defender,179,73,Right
P01193,Sofiane Kara,24,Algerian,Algeria,23,Forward,181,71,Right
P01194,Yacine Bennacer,30,Algerian,Algeria,24,Forward,185,77,Left
P01177,Yacine Aouar,20,Algerian,Algeria,7,Defender,183,79,Right
P01189,Adam Kara,21,Algerian,Algeria,19,Midfielder,177,75,Right
P01178,Houssem Belkebla,36,Algerian,Algeria,8,Defender,181,82,Left
P01175,Ismael Benlamri,30,Algerian,Algeria,5,Defender,183,77,Left
P01185,Sofiane Bayo,18,Algerian,Algeria,15,Midfielder,178,68,Right
P01188,Ramiz Boufantin,28,Algerian,Algeria,18,Midfielder,188,78,Right
P01186,Yacine Benkhemassa,25,Algerian,Algeria,16,Midfielder,177,72,Left
P01182,Islam Touzi,19,Algerian,Algeria,12,Defender,178,69,Right
P01174,Riyad Bensebaini,22,Algerian,Algeria,4,Defender,193,80,Right
P01171,Riyad Bennacer,28,Algerian,Algeria,1,Goalkeeper,192,79,Right
